track_id,track_name,artist_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,is_viral
6KwkVtXm8OUp2XffN5k7lY,No Other Name,Hillsong Worship,50,440247,0,0.369,0.598,7,-6.984,1,0.0304,0.00511,0.0,0.176,0.0466,148.014,4,0
2dp5I5MJ8bQQHDoFaNRFtX,Failed Organum,Internal Rot,11,93933,0,0.171,0.997,7,-3.586,1,0.118,0.00521,0.801,0.42,0.0294,122.223,4,0
5avw06usmFkFrPjX8NxC40,"Save the Trees, Pt. 1",Zhoobin Askarieh;Ali Sasha,0,213578,0,0.173,0.803,9,-10.071,0,0.144,0.613,0.00191,0.195,0.0887,75.564,3,0
75hT0hvlESnDJstem0JgyR,Merry Christmas,Bryan Adams,0,151387,0,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,0
4bY2oZGA5Br3pTE1Jd1IfY,月の大きさ,Nogizaka46,57,236293,0,0.555,0.941,9,-3.294,0,0.0481,0.484,0.0,0.266,0.813,92.487,4,0
2zQt5C0AIv27RhfJCRZdZ4,"Jah Jah Revolta, Pt. 2",BaianaSystem,38,309493,0,0.776,0.8,8,-4.704,0,0.0438,0.00631,0.0731,0.35,0.583,143.989,4,0
6BctgCJXlgxYeR0ObhLdtR,Please Stop Communicating,Joe DeRosa,21,496201,0,0.627,0.815,6,-6.959,0,0.911,0.785,0.0,0.744,0.532,119.197,5,0
1LDQFdGTEXOnycDC8CJ5p1,A Form of Protest,Cane Hill,54,189405,0,0.395,0.933,11,-3.6,0,0.116,8.74e-06,0.0125,0.328,0.194,92.53,4,0
2DDR5F7bHFJBiX6lPPsT8O,I'm Ready - Radio Edit,Kano,29,209226,0,0.914,0.766,5,-5.662,1,0.0387,0.192,0.65,0.0747,0.9,126.632,4,0
2ScU6iEvgb0TIuKiyem9rg,Proibida Pra Mim (Grazon) - Ao Vivo,Charlie Brown Jr.,48,151666,0,0.345,0.976,8,-4.74,1,0.0487,0.000587,0.0507,0.487,0.818,181.121,4,0
4ifiz8TRTNdG9ORNWh2P0Q,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,Kacey Musgraves;Lana Del Rey,0,132108,0,0.469,0.183,5,-15.414,1,0.0407,0.829,0.0,0.71,0.381,139.592,4,0
5xWxnLpw8ooMW1nJwY2hui,時間がない,KIRINJI,0,284160,0,0.772,0.675,11,-9.154,0,0.0366,0.124,0.0121,0.102,0.68,126.033,4,0
3i2L1PRDEwWcUC03y95UPG,Sur,Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,28,237573,0,0.423,0.401,2,-11.219,0,0.0449,0.726,0.0,0.269,0.507,111.213,4,0
46JGS5Gcz5TilUnqGGHnnl,Pega pega (Participação especial de Jojo Maronttinni) - Ao vivo,Imaginasamba;Jojo Maronttinni,50,222184,0,0.511,0.751,11,-4.731,1,0.0924,0.844,0.0,0.962,0.732,158.1,4,0
5pq4v03P5PxMcnCagg4S3Z,In Case You Didn’t Know,Boyce Avenue,60,225165,0,0.633,0.299,11,-7.798,1,0.0353,0.833,0.0,0.109,0.341,147.549,4,0
08HJeHs0U9iSbDWX0sWIem,O Sopro do Fole,Maria Bethânia,41,169371,0,0.524,0.0856,9,-17.766,1,0.0999,0.739,0.0,0.0919,0.316,93.672,4,0
198v7BbjXn2GTeI4NkBN39,Vi Mamãe Oxum Na Cachoeira - Live,Mariene De Castro,39,105240,0,0.59,0.697,5,-8.046,1,0.0323,0.75,0.000163,0.621,0.815,126.911,4,0
6bl8PFDgYxbDZHk0LRQhhz,Me Gabber - DJ Paul Elstak & The BeatKrusher Remix,Jebroer;Paul Elstak;The BeatKrusher,22,205351,0,0.553,0.928,7,-3.544,0,0.13,0.0251,0.0,0.171,0.305,160.044,4,0
0b11D9D0hMOYCIMN3OKreM,Into Your Arms (feat. Ava Max),Witt Lowry;Ava Max,77,186022,1,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,4,1
2pXg8l1JGZ3hCyFqxirV13,Mocca,Lalo Ebratt;Trapical,0,200293,0,0.786,0.696,1,-5.343,0,0.352,0.183,0.0,0.123,0.591,97.956,4,0
3dJj6o9o1fRgrojWjailuz,Nobody Can Save Me,Linkin Park,61,225546,0,0.645,0.688,11,-4.749,1,0.0341,0.0107,0.0,0.186,0.433,139.957,4,0
0rWLHJnMyJaMFA8x9l8AT0,all the good girls go to hell,Billie Eilish,3,168839,0,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,4,0
36kDrsAPQ62bI32WPrlJew,Machine Spirit,ZITH;Misanthropix,17,228571,0,0.643,0.956,1,-3.385,1,0.051,0.000458,0.78,0.228,0.515,104.99,4,0
0lASm1brReAnrOirk2f0a2,Bear Crawl,Christopher Zondaflex Tyler,13,97620,0,0.738,0.499,1,-14.344,1,0.546,0.21,0.0,0.569,0.806,88.916,4,0
1WhGXbgwPOTDPB4ZsJBIDG,Time To Jack,Chip E.,7,354960,0,0.813,0.863,1,-8.587,1,0.0563,0.00024,0.89,0.109,0.717,122.93,4,0
2xIbHYxBs1fiR4NkPc8z33,Ready fi di party,Tony Matterhorn,19,59600,0,0.911,0.616,1,-12.46,1,0.272,0.569,0.00795,0.154,0.467,120.999,4,0
6NPTmYw2yMu0Oz0IJkoxeR,Mis Noches Te Recuerdan,Los Tukas,33,134400,0,0.643,0.574,0,-5.427,1,0.035,0.583,0.0,0.0492,0.845,108.002,4,0
0Xs1Yh44j5cIgUQtOCBcQj,Sometimes Love,Apache Indian,3,242213,0,0.652,0.806,2,-3.875,0,0.0797,0.133,0.0,0.281,0.88,107.883,4,0
5TcuM4sQFHK747kwB2q1Qy,Everybody Loves Louis,Annaleigh Ashford,22,219333,0,0.521,0.189,1,-10.74,1,0.0478,0.892,0.0,0.0824,0.301,117.833,4,0
4bh9zPGpEX1yl9Do6rkhHr,Planet Zero,Shinedown,0,222738,0,0.416,0.964,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925,4,0
7vk7u7kaqw5A6BtkfoxQf3,Do You?,Yiruma,46,292906,0,0.435,0.101,7,-18.753,1,0.0487,0.992,0.926,0.101,0.222,107.449,4,0
72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,74,221506,0,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,4,1
4zD9RBG51Lj8bnQwolLnyu,Wild Life,OneRepublic,45,267117,0,0.479,0.762,2,-7.86,1,0.0378,0.00711,0.011,0.0965,0.0519,115.956,4,0
7MiYNyj5si5yiWyeSkgzqB,Joda - Worakls Remix,Joachim Pastor;Worakls,50,338086,0,0.757,0.678,3,-11.225,0,0.0323,0.0399,0.849,0.129,0.13,115.01,4,0
6suU440DRXoxpLNKWf46XJ,O Resgate,Realidade Cruel,48,415660,0,0.553,0.732,7,-5.206,0,0.262,0.622,0.0,0.163,0.436,152.59,4,0
5ueWiIP0QQcAqbMutT1Ng0,La Mala,Balbi El Chamako,39,221184,1,0.628,0.787,10,-6.809,1,0.139,0.0059,0.0,0.124,0.377,172.045,4,0
49Z1VQivkHoY5KGdUwMv5i,Silo (feat. fknsyd),RL Grime;Hex Cougar;fknsyd,55,247500,0,0.472,0.933,5,-4.985,0,0.195,0.0632,0.367,0.0678,0.326,159.949,4,0
1WDDMw1k46OS4W2IGxmLzj,Ferxxo 100,Feid,4,167760,0,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,0
5tmcGYwmon8ufw9igbwwKk,Making Music,Blake Rules;Netherfriends,13,146086,0,0.782,0.342,0,-15.203,1,0.0721,0.299,0.0237,0.103,0.345,115.018,4,0
5Iqh58mh9xHzOkXNorHibJ,Ruega por Mí (Prega Per Me),Estela Nuñez,30,201493,0,0.494,0.404,0,-10.108,1,0.0299,0.847,0.0,0.122,0.386,96.387,3,0
5llrpUzc5oZ4U2RLruiDeI,Holding,Yonder Mountain String Band,33,537106,0,0.472,0.702,9,-8.965,1,0.0981,0.82,4.25e-05,0.362,0.351,104.656,4,0
6jAoHpOWUd5dpBUy0PW7TR,The Farthest Star,VNV Nation,25,292973,0,0.552,0.937,9,-6.738,0,0.0488,0.0232,0.00268,0.102,0.347,134.98,4,0
0LoQuiekvzqx7n8flgEKzF,Get It On,T. Rex,71,262613,0,0.728,0.878,11,-6.926,0,0.0564,0.176,0.856,0.61,0.911,126.59,4,1
34XYMzu7cmqQjItV8mJ77m,Para dos,Orquesta Color Tango De Roberto Alvarez,18,175046,0,0.633,0.219,9,-11.805,0,0.0887,0.72,0.692,0.113,0.537,118.814,4,0
60an8Fb1pH1MniTxTlo2l9,Bloco do Carro Chefe,Mc Bruninho da Praia;Mc Kadu;MC GP;Mc Lele JP,46,396000,0,0.818,0.486,4,-7.006,0,0.394,0.0996,0.0,0.0437,0.637,113.192,5,0
5FPnjikbwlDMULCCCa6ZCJ,Daughters,John Mayer,67,237906,0,0.674,0.413,2,-7.816,1,0.0274,0.836,1.95e-05,0.098,0.503,124.893,3,0
5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,Bad Bunny,85,230704,1,0.872,0.588,0,-6.276,1,0.0492,0.275,0.0,0.17,0.93,142.004,4,1
2Fc99kfkQ1S2RilXcd6xIU,Quieren Efectos,Money Chicha,24,167217,0,0.553,0.773,5,-6.446,1,0.0343,0.173,0.865,0.185,0.597,96.617,4,0
47bweAQBrsV1Vi3hDmEIAo,Boozed - Edit,Korsakoff,19,215639,0,0.462,0.978,6,-4.089,0,0.0951,0.0569,0.42,0.168,0.33,168.624,4,0
5i7s3sB1LzxeVz8CWVEpAO,Talking Body - The Young Professionals Remix,Tove Lo;The Young Professionals,44,221146,1,0.651,0.579,5,-8.023,0,0.0379,0.00166,0.000397,0.0794,0.443,138.993,4,0
6xwqmrEshHeFlVI3hrc685,Penurias,Los Vaguens,27,198013,0,0.329,0.596,5,-11.17,1,0.0569,0.0179,0.00102,0.267,0.413,167.831,4,0
21excOPd45gzWN8zCt8Vhw,Angels From The Realms of Glory,Annie Lennox,0,240146,0,0.523,0.322,0,-8.957,1,0.0285,0.535,0.0,0.132,0.3,126.002,4,0
39NkxITdhS5BPBZ3ma2CTM,"My Hawai'i (feat. Sean Na'auao, Kaumakaiwa, Kumu Hina)",The Green;Sean Na'auao;Kaumakaiwa;Kumu Hina,36,265326,0,0.726,0.593,0,-7.138,0,0.0851,0.284,0.0,0.527,0.857,139.924,4,0
14nEPCQLWtMqV4uE1cRHFv,Vida Eterna,Lörihen,29,295263,0,0.31,0.884,1,-4.088,1,0.0488,0.000301,0.0,0.177,0.314,75.023,4,0
1gexiILoiAONdvcXlzVQeE,Ego Sum Deus,Unholy,41,310390,0,0.636,0.538,2,-6.921,1,0.0324,0.00126,0.881,0.123,0.0388,115.983,4,0
0mljrVHFeq2qgThql44LcI,Tô isso aqui pra te beijar - Ao Vivo,Ferrugem,43,190662,0,0.537,0.761,2,-6.194,1,0.0741,0.543,0.0,0.472,0.705,165.984,4,0
59wlTaYOL5tDUgXnbBQ3my,A Moment Apart,ODESZA,66,234244,0,0.515,0.663,7,-7.896,0,0.0328,0.179,0.668,0.494,0.0756,120.024,4,0
2Qud6Q1KlK22qHcjUGlRpJ,Sueltate Mah,Marcianeke,41,178800,1,0.662,0.785,1,-10.159,0,0.203,0.614,0.0,0.106,0.797,180.108,4,0
2Pp9osgyIcw6o1avfDDDhH,Forever Young,BLACKPINK,67,237076,0,0.592,0.961,4,-1.807,1,0.096,0.0423,0.0,0.0882,0.508,109.826,4,0
4xu38KnbRHbRHRwdg4KFul,Box Fan Long Loop For Sleep,Fan Sounds,54,500166,0,0.0,2.03e-05,6,-25.556,1,0.0,0.145,0.213,0.114,0.0,0.0,0,0
3oRP6yGs5d0kFpGRRzzaS8,因為你 所以我,Mayday,53,281799,0,0.47,0.685,11,-6.896,1,0.0363,0.188,0.0,0.112,0.488,152.103,4,0
19ZjBzxJ5ARxbln6Qmw1AN,"Corrina, Corrina",Ray Peterson,47,162160,0,0.481,0.413,9,-8.688,1,0.0326,0.798,1.61e-05,0.0817,0.681,127.591,4,0
3CmUas41TD2t8EGNZ85J9f,"Happy Holidays, You Bastard",blink-182,2,42440,1,0.409,0.99,11,-2.084,1,0.115,0.02,0.0,0.513,0.962,172.715,4,0
0y4iXXlpVFJSQjlx0vQ3MZ,Forever,Alex Keeper,57,172714,0,0.763,0.457,10,-14.629,0,0.0539,0.796,0.414,0.108,0.0384,117.996,4,0
3F5DccNp39Waj4QjZBUPGO,"Messiah, HWV 56 / Pt. 2: XLII. ""Hallelujah""",George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,0,240760,0,0.434,0.262,1,-12.874,1,0.0286,0.959,0.6,0.141,0.256,103.015,4,0
7Afr3PKTtlFGHGiXYgnv6P,I Like You,Ben Rector,56,138506,0,0.624,0.334,3,-11.89,1,0.0391,0.321,3.27e-06,0.113,0.397,157.92,4,0
0qjux3nULEYN7Yz9jijgWz,GTA 2,Rarin,57,123151,0,0.627,0.652,5,-8.545,0,0.122,0.214,0.0,0.0767,0.487,160.089,4,0
5f5DBTOW5Y6wPiKTVcYVkg,Superlove,doVicente,58,145737,0,0.753,0.809,6,-8.268,1,0.0637,0.317,0.0076,0.141,0.409,119.991,4,0
5jyPgh9K0YlyhlVGQzFsbO,On Repeat,Robin Schulz;David Guetta,5,190217,0,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,0
6Gx3Ry4ORogdMibbdITOuN,Dhadak Title Track,Ajay Gogavale;Shreya Ghoshal,58,243484,0,0.375,0.312,7,-10.656,0,0.031,0.85,0.00988,0.137,0.22,77.527,4,0
34a89MbC7QXsUsLkljLgXX,Free Fallin',Tom Petty,1,255680,0,0.619,0.504,5,-11.562,1,0.025,0.0614,0.0,0.06,0.568,84.335,4,0
3zPVG3y3rEzyixSFhe3XYu,Andorinha Machucada / Tudo de Novo / Pense em Mim (Ao Vivo),Léo Magalhães,45,225360,0,0.415,0.501,11,-7.232,1,0.0361,0.83,0.0,0.242,0.306,114.579,4,0
4YXKKnIZuk7UtXH5oC0ffa,Lucille,Little Richard,56,143826,0,0.676,0.708,8,-12.115,0,0.0698,0.592,0.000307,0.166,0.919,143.669,4,0
089tprIgsyFSOrZpugamLI,Blame,Ekali;ZHU,45,177151,0,0.624,0.68,9,-7.285,0,0.0421,0.114,6.78e-05,0.0614,0.117,91.998,4,0
3RVKeAie8vdadw5r1PPBx5,(Evil Hearted Me) Downright Evil,Jody Reynolds,23,154466,0,0.593,0.865,4,-10.227,1,0.0378,0.719,2.29e-05,0.303,0.969,157.96,4,0
7u1S5QZSwrWyNczrN9IAKR,Doiloi,Marina Herlop,17,230000,0,0.343,0.129,8,-14.82,1,0.042,0.988,0.174,0.141,0.0371,124.396,5,0
08r6N5mPmFMLhaXRZVfUbB,If You'Re Smart,The Nightraver,22,174718,0,0.571,0.873,6,-11.995,0,0.0732,3.25e-05,0.74,0.373,0.0894,179.841,4,0
5YLHLxoZsodDWjqSgjhBf3,Myself,Bazzi,68,167552,0,0.745,0.561,9,-5.513,0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,4,0
1mVn6LE3NukwuP1uAixzgT,When Worlds Collide,Powerman 5000,27,177960,0,0.56,0.903,11,-4.77,1,0.0754,0.00132,0.0,0.291,0.581,143.821,4,0
4zjuPxRdniuN7LZzI5aQNA,Memory Cascades,Isan,10,279626,0,0.562,0.343,1,-20.924,1,0.0419,0.508,0.89,0.16,0.254,81.691,4,0
0CkwGzywZ3js4Hcmb0RkQn,Heavy Metal Love,twocolors,3,132000,0,0.768,0.767,5,-8.06,0,0.0358,0.194,0.0,0.121,0.457,125.029,4,0
2Yj1sRA7UENRp7p6tt8E1k,Break Ups Suck Ass,Powfu;sadeyes,51,164500,1,0.605,0.327,6,-7.659,1,0.037,0.866,0.0,0.125,0.608,179.839,4,0
6OEHLXWw1PDfhbJLbNRi94,Make Me Happy,Lindsay Mendez;Ben Crawford,26,137053,0,0.713,0.639,10,-5.769,1,0.05,0.423,0.0,0.129,0.944,92.072,4,0
2B5a8L30R9vk3F9clonX5g,Vuela paloma,Los Tecolines,21,207013,0,0.668,0.374,7,-8.232,1,0.0288,0.788,0.0,0.29,0.669,113.108,4,0
3AO4zBhbT0E8hxb9HMSmbM,Obama and Hitler!,Jamie Kilstein,24,140199,1,0.705,0.555,2,-7.811,1,0.941,0.653,0.0,0.649,0.661,116.073,5,0
6LFXmq8DuXrxoyrPz7c5Lw,Ponto Final,Limão Com Mel;Tarcísio do Acordeon,38,206767,0,0.657,0.829,2,-5.596,0,0.0673,0.276,0.0,0.207,0.569,117.029,4,0
4UDmDIqJIbrW0hMBQMFOsM,Stayin' Alive,Bee Gees,77,92866,0,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,1
4RShNT9cGPE2jnrO82Ma0I,Little Jack Horner - Original Mix,Cameron's Bedtime Classics,19,58826,0,0.495,0.137,5,-17.15,1,0.0468,0.968,0.946,0.109,0.271,139.73,3,0
0Y2v82GQsomVCqnfWpRSg5,"Dois Amores, Duas Paixões",Calcinha Preta,48,223007,0,0.496,0.727,1,-4.378,0,0.0427,0.237,0.0,0.422,0.501,166.068,4,0
3iRKwxW8ZDjmL9nKk3nisz,Jaiye Foreign,Tiwa Savage;Zinoleesky,58,190164,0,0.82,0.816,5,-6.29,0,0.077,0.0216,7.81e-05,0.0541,0.861,108.98,4,0
1HGtTmgl1sEycuS9lJviWQ,dooriyan,Zaeden,63,161624,0,0.735,0.593,11,-7.473,1,0.0885,0.731,0.178,0.135,0.475,160.07,4,0
69Yia3qCLw6N9U80WhLwLn,Voice of the Soul,Death,58,223933,0,0.158,0.572,7,-6.293,0,0.0346,0.000926,0.893,0.144,0.347,79.176,3,0
73rQVihYf9bPXflrJiesqF,Ressuscitou (Resurrecting) [Kemuel Nation],Kemuel,36,491000,0,0.413,0.509,1,-8.439,1,0.0292,0.326,0.0,0.116,0.222,148.055,4,0
7G4FH6SEh9wgDRztDi3cDE,Utan att förstå,Lasse Stefanz,36,224640,0,0.663,0.733,9,-5.09,1,0.0298,0.00878,9.01e-06,0.108,0.741,107.967,4,0
44Lv3y1OHRM7r8vuEAGTkW,Liebe ist ...,FiNCH;SDP,35,183173,1,0.631,0.8,9,-4.179,1,0.101,0.107,0.0,0.373,0.782,156.941,4,0
5d4MvCqMJUgoVVCz16tvlD,再見二丁目,Miriam Yeung,38,236840,0,0.645,0.3,5,-10.282,1,0.0362,0.815,0.0,0.115,0.214,143.928,4,0
3JCcBtwNldEBd3O4hqYDWI,No Me Arrodillo,Almighty;Manny Montes,39,225500,0,0.81,0.542,11,-7.146,0,0.415,0.102,0.0,0.113,0.376,164.151,4,0
0fGDKi4UeXx8CypAvJdAj6,F***k Orgus (Dance) - Dr. Rude Remix,DJ Furax;Redshark,26,332408,0,0.842,0.867,7,-6.886,1,0.364,0.00892,0.74,0.256,0.587,147.011,4,0
0NmnFMWMkTETNANGpVVqyc,Wasteland,Moore Kismet,51,183424,0,0.563,0.836,1,-3.901,0,0.0903,0.108,0.0,0.243,0.657,141.923,4,0
6HhdFRM9un1Ojpz1A98pVi,If We Ever - 2018 Remaster,High Contrast,25,320271,0,0.542,0.875,7,-4.285,1,0.0507,0.000356,0.31,0.359,0.114,172.973,4,0
5YRzeFvIc4yNhpzDcLKWvE,Bossy,BadKidMacei;Badkidparis,21,144048,0,0.914,0.723,2,-6.193,1,0.138,0.196,0.0,0.216,0.335,95.0,4,0
5mq2tutI68FRDD8CiYOsYS,Growing Up Beside You,Paolo Nutini,1,203666,0,0.504,0.51,7,-10.79,1,0.0415,0.771,7.61e-05,0.0766,0.0834,95.182,4,0
3B0hzwc1e8AYOytj9hZS2I,ULTRAnumb,Blue Stahli,55,265434,0,0.439,0.915,2,-7.078,0,0.0745,0.000184,0.000899,0.326,0.34,91.993,4,0
1aesK4KrWp8IF3jtRdA3WJ,LOVE THAT WAS LOST - Remastered 2022,Eikichi Yazawa,34,225826,0,0.741,0.519,0,-11.103,1,0.0259,0.215,0.00205,0.319,0.899,107.882,4,0
5fIWOnufnkAtDp9SDqRMD3,Hansnuhana,Fossils,45,294322,0,0.528,0.427,4,-12.304,1,0.0548,0.27,2.18e-05,0.105,0.307,133.127,4,0
4K2NuhUFmcQbaepaAzHGdP,Sonate IV Opus 180 Pour Violoncelle Et Piano - 3ème Mouvement,Alireza Mashayekhi;Marie-Thérèse Grisenti;Marc Vitantonio;Duo Grisenti Vitantonio,0,284573,0,0.254,0.104,5,-19.932,1,0.0524,0.986,0.716,0.152,0.0378,84.693,4,0
1g4C1BrGd4O1Dt5y0xue96,Renaissance (Edit),Culture Shock,51,209549,0,0.458,0.981,1,-1.65,1,0.0518,0.0573,0.0363,0.172,0.143,173.882,4,0
6Sk0prnnRQ1SYTSDGxa92x,Pessoal Particular (Ao Vivo),Seu Jorge,47,387720,0,0.634,0.859,2,-5.832,1,0.0567,0.539,3.2e-05,0.693,0.64,112.942,4,0
5z6YX4XnUd06mWDQc7rF10,Desmond Kids Jams Theme Song,Desmond Dennis,8,54866,0,0.656,0.678,3,-5.615,1,0.365,0.532,0.0,0.0308,0.718,65.77,4,0
09H6lkpmYJYeDaEKvoXcoZ,Thaazhe Nee Tharame,Sachin Warrier;Job Kurian;Sayanora,28,171126,0,0.509,0.475,5,-8.994,0,0.0382,0.506,0.00383,0.168,0.173,135.31,4,0
5Z2iVSDPvCScP5M5atIt5v,Planet Zero,Shinedown,0,222738,0,0.416,0.964,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925,4,0
7mzU3O4ixZNhShH6SrCInw,Anthracite,Django,35,142222,1,0.64,0.459,2,-8.439,1,0.25,0.448,5.75e-05,0.107,0.14,100.071,3,0
5mfyiAYTK4MxWq2elg1Kpv,Sendero Siniestro,Anal Vomit,17,155600,1,0.193,0.995,3,-4.893,1,0.18,4.29e-06,0.0737,0.0486,0.0743,109.837,4,0
6nSnDI2EvwXocgjj6hwQRv,死の舞踏,Camille Saint-Saëns;石丸由佳,1,538293,0,0.213,0.159,7,-13.897,1,0.0366,0.715,0.914,0.101,0.0373,143.35,4,0
1cQI15E52Yqrg7r2Kp2Fzu,Crazy Arms,Ray Price,12,150640,0,0.61,0.287,5,-9.551,1,0.0281,0.676,0.0,0.134,0.701,117.626,4,0
0w4Sf61CbM69gDD7RVmaBD,爸爸媽媽,Ronghao Li,51,284215,0,0.67,0.507,11,-6.551,1,0.0316,0.699,0.0,0.161,0.258,101.921,4,0
4Du0BRUJvKybzxcRplp7HF,Leave Before The Lights Come On,Arctic Monkeys,62,233946,0,0.365,0.887,0,-4.579,1,0.0417,0.00272,2.18e-05,0.0923,0.916,150.718,4,0
2sWP5BvD2gcT32MpMAhkRU,Thank You Note,salem ilese,0,156265,0,0.637,0.705,10,-7.546,0,0.0502,0.121,0.0,0.0857,0.553,158.013,4,0
12b3bKEbdjtL1Ga0n3ybzK,Phutki Jaaney Jovan,Sajjan Raj Vaidya,49,220800,0,0.46,0.521,4,-8.022,1,0.0274,0.65,0.0,0.256,0.599,149.945,4,0
7rJrFX4RyhDJNV9nQIPw0y,O que combina comigo é você,Zé Henrique & Gabriel,51,176866,0,0.669,0.671,6,-8.135,1,0.0276,0.448,0.0,0.472,0.753,131.996,4,0
6lio8qS8M1XBGV3fYb8ZS5,Sunyata,Tribal Rain,45,231784,0,0.682,0.462,11,-11.505,0,0.0388,0.913,0.212,0.107,0.529,96.054,4,0
6KHsTu4Ht4XYiWcZOOdwbW,Chop (Nouvelle École),Fresh,76,195560,1,0.745,0.801,3,-6.545,0,0.724,0.439,1.13e-06,0.519,0.486,143.011,4,1
0M88JRtpXQK8i2XP0WX8jO,Fuck The Millennium,Scooter,16,249493,0,0.548,0.999,0,-4.937,1,0.0947,0.0501,0.0128,0.978,0.0878,145.0,4,0
1yoMdigYCXY5UrhTbGNEJp,Don't Let Me Be Misunderstood,Eric Burdon,0,157360,0,0.673,0.712,11,-7.858,0,0.0273,0.159,0.0,0.183,0.912,113.061,4,0
1Ib8I0IUoeRdLk6IKMLenk,Nur zu Besuch,Die Toten Hosen,38,270266,0,0.508,0.299,0,-7.457,0,0.0261,0.502,0.0,0.112,0.137,108.159,4,0
0EMYTe2oQy70PCKPQFlbVy,Voh Dekhnay Mein,Ali Zafar,59,272453,0,0.815,0.421,0,-8.125,1,0.0352,0.491,4.41e-06,0.117,0.543,140.01,4,0
0BhH8IeKQa3MW7J3dpl6x0,Ghostbusters - Lo-Fi,hope mona,0,170929,0,0.816,0.596,9,-11.15,1,0.451,0.76,0.891,0.348,0.756,116.022,4,0
5xQr5TxQ77siaKfuyiJbT0,Hands Up - Single Version,Ottawan,66,208573,0,0.888,0.876,8,-4.249,1,0.0425,0.61,3.25e-05,0.375,0.992,123.291,4,0
5g9IN42ZX2NK6KhOB347V3,Accidental Soccer Coach,Dry Bar Comedy,22,158000,0,0.519,0.535,3,-14.284,0,0.935,0.764,0.0,0.706,0.474,135.462,4,0
45eEjffcfZfXgILWoY2tZw,Sobre as Águas,Trazendo a Arca,37,340626,0,0.442,0.447,1,-7.557,0,0.0278,0.456,0.0,0.975,0.165,137.987,4,0
36j1jTaF9CFdq58TOPnBzC,Judicial Slime,Napalm Death,12,156840,0,0.221,0.992,10,-4.898,0,0.151,3.49e-06,0.207,0.304,0.117,98.179,4,0
6aKWvrAFe1NC7YEw8rTcwb,Street Life (Edit),Randy Crawford,0,289333,0,0.55,0.548,5,-11.171,0,0.0719,0.258,4.12e-05,0.36,0.819,111.612,4,0
2NQ2VeLMFkiPaUzEjU0U4J,Poing-Jump A Little Higher,Rotterdam Termination Source,16,261735,0,0.751,0.991,11,-5.468,0,0.0723,0.00101,0.179,0.357,0.849,154.857,4,0
4B8RTAHSPfYpV222GsmEjq,Zumba,Don Omar,2,263973,0,0.718,0.891,9,-3.494,0,0.0404,0.00175,0.0146,0.138,0.828,124.981,4,0
2sCxUQfUto6uaBe1ZBHFtA,Alright (feat. Russell Dickerson),Clara Mae;Russell Dickerson,51,161085,0,0.544,0.738,6,-4.944,1,0.106,0.368,0.0,0.0993,0.41,146.976,4,0
2KK9N6iBAisA0booTu3bGd,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi;Alejandro Sanz;Arkano,64,219600,0,0.831,0.777,11,-4.456,0,0.174,0.356,0.0,0.0796,0.598,95.973,4,0
48Yn5OAlrve8PAhxDhTNUQ,Under the Blade,Twisted Sister,0,279533,0,0.304,0.89,9,-3.992,0,0.122,0.00143,0.00113,0.104,0.433,194.289,4,0
6YtuqK0GShEo9edd4yI8rr,The Zero Hour,Wildstylez;Headhunterz,21,330106,0,0.622,0.906,9,-6.987,1,0.258,0.024,0.0133,0.342,0.0615,149.882,4,0
5q4gc4nzxSgtwIBnIuCT6M,The Addams Family,Cooltime Kids,0,139866,0,0.689,0.546,5,-9.254,1,0.0673,0.000464,0.000896,0.239,0.966,120.233,4,0
4LUwZxtF980YhwrvxtTeZ7,I Ain't Worried,OneRepublic,1,148485,0,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,0
6iHbjtE81qfwU4RacVYDqP,Everytime I See You,E-Dee,31,206222,0,0.521,0.686,5,-8.002,0,0.291,0.0141,0.0,0.0846,0.624,129.378,5,0
5VgoYN2PNwcRIbxCzmeri0,Heera,Peter Cat Recording Co.,41,379920,0,0.66,0.606,0,-11.409,0,0.0266,0.557,0.00547,0.0987,0.77,116.007,4,0
